  0.0, 11.0,  0.0,  0.0,  2.0, 13.1, 82.6,994.784833702,20.3719978333,46.2999992371,  0.0,  0.0,251.266822074
  0.0, 11.0,  0.0,  1.0,  2.0, 13.2, 82.5,993.6, 21.4,46.2999992371,  0.0,  0.0,239.506795416
  0.0, 11.0,  0.0,  2.0,  2.0, 13.2, 82.6,989.3, 24.8,46.2999992371,  0.0,  0.0,250.610859865
  0.0, 11.0,  0.0,  3.0,  2.0, 13.0, 82.8,980.4, 31.1,46.2999992371,  1.0,  0.0,274.475203039
  0.0, 11.0,  0.0,  4.0,  2.0, 12.9, 82.8,972.9, 35.9,46.2999992371,  1.0,  0.0,275.97057099
  0.0, 11.0,  0.0,  5.0,  2.0, 12.8, 82.9,962.0, 42.4,46.2999992371,  2.0,  0.0,288.811319654
  0.0, 11.0,  0.0,  6.0,  2.0, 12.9, 83.1,952.6, 47.7,46.2999992371,  3.0,  0.0,308.949975244
  0.0, 11.0,  0.0,  7.0,  2.0, 13.0, 83.0,961.5, 42.7,46.2999992371,  2.0,  0.0,296.563491959
  0.0, 11.0,  0.0,  8.0,  2.0, 13.0, 82.7,959.2, 44.1,46.2999992371,  3.0,  0.0,263.439619032
  0.0, 11.0,  0.0,  9.0,  2.0, 13.2, 82.2,956.1, 45.9,46.2999992371,  3.0,  0.0,206.199732016
  0.0, 11.0,  0.0, 10.0,  2.0, 13.3, 81.5,957.9, 44.9,46.2999992371,  3.0,  0.0,128.221234081
  0.0, 11.0,  0.0, 11.0,  2.0, 13.4, 80.8,959.5, 44.2,46.2999992371,  3.0,  0.0,50.9849447562
  0.0, 11.0,  0.0, 12.0,  2.0, 13.6, 79.9,967.6, 39.7,46.2999992371,  2.0,  1.0,  0.0
  0.0, 11.0,  0.0, 13.0,  2.0, 13.9, 79.2,967.6,39.6859450183,46.2999992371,  2.0,  1.0,  0.0
  0.0, 11.0,  0.0, 14.0,  2.0, 14.3, 78.6,981.7,30.7612793786,46.2999992371,  1.0,  1.0,  0.0
  0.0, 11.0,  0.0, 15.0,  2.0, 14.7, 78.3,991.2,23.9226660501,46.2999992371,  0.0,  1.0,  0.0
  0.0, 11.0,  0.0, 16.0,  2.0, 15.2, 77.9,998.6,17.8225179868,46.2999992371,  0.0,  1.0,  0.0
  0.0, 11.0,  1.0,  0.0,  2.0, 13.9, 80.8,995.401007697,20.3719978333,74.0800018311,  0.0,  0.0,61.742956583
  0.0, 11.0,  1.0,  1.0,  2.0, 13.9, 80.6,993.8, 21.7,46.2999992371,  0.0,  0.0,40.3079963247
  0.0, 11.0,  1.0,  2.0,  2.0, 14.0, 80.4,998.8, 17.5,111.120002747,  0.0,  0.0,24.2688081669
  1.0,  5.0,  0.0,  0.0,  2.0, 10.6, 69.7,994.894903637,18.1084423065,111.120002747,  0.0,  0.0,621.47496312
  1.0,  5.0,  0.0,  1.0,  2.0, 10.8, 69.3,994.7, 18.3,27.7800006866,  0.0,  0.0,654.426918884
  1.0,  5.0,  0.0,  2.0,  2.0, 11.1, 69.0,996.5, 16.8,46.2999992371,  0.0,  0.0,675.520877293
  1.0,  5.0,  1.0,  0.0,  2.0, 12.8, 86.4,992.490338528,18.1084423065,22.2239990234,  0.0,  0.0,617.804423793
